Product URL,Product Name,Description,Product Price,ASIN,Rating,Manufacturer
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-35,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹599,‎B0BPVLXD53,3.8,"‎ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-36,ADISA Light Weight Laptop Backpack 32 Ltrs,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹499,‎B07F3X45WZ,4,"‎ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WN833M7/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-37,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹778,‎B07WN833M7,4,"‎Lunar's, Akshaya Rubbers, Hebbal Industrial Area, Mysore"
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-38,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹929,‎B07QL8633G,3.9,"‎AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302"
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMVV77/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-39,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",₹843,‎B07XVMVV77,4,"‎Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)"
https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_43?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-43,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Messenger & Shoulder Bags,₹699,‎B0855F8174,4.1,‎Bagneeds
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-44,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)","Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",₹609,‎B09B26MB5M,3.8,"‎Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-45,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹649,‎B0C23Z9W18,3.6,‎Half_Moon
https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-46,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,"₹1,349",‎B08PSX1LN9,4.1,‎AB Amazing Bags
https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-47,"SHALIMAR large capacity Travel bag / Storage bag / Move-in bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )","Bags, Wallets and Luggage › Luggage › Travel Duffles",₹305,‎B09TPHFMX7,4.1,"‎Vikrant Extrusion , Daman, Vikrant Extrusion, Daman"
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-48,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),"Bags, Wallets and Luggage › Bags & Backpacks › Gym Bags › Sports Duffles",₹429,‎B07F2H25NP,4.3,"‎Auxter, (AUXTER ) GEE KAY ENTERPRISES ,72 Anoop Nagar Leather Complex Road,Jalandhar Punjab 140021 India . 8146718618 , auxterbags@gmail.com"
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-49,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)","Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",₹959,‎B09B2581S9,3.7,"‎Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-50,"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)","Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",₹609,‎B09B277CR5,3.8,"‎Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-52,Gear Triumph Summer Print 26L Water Resistant Backpack with Rain Cover/School Bag/College Bag/Daypack/Casual Backack for Girls/Women (Blue-Beige),"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",₹797,‎B00VWM11HQ,4.2,"‎Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-54,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Messenger & Shoulder Bags,"₹1,399",‎B09RK6NCGC,4.1,"‎Trajectory Marketing LLP, Customer support contact no"
https://www.amazon.in/Skybags-Unisex-Gucci-Fabric-Backpacks/dp/B0B21XCFRM/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-55,Skybags Unisex Gucci Fabric Backpacks,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",₹789,‎B0B21XCFRM,3.8,"‎VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India"
https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-56,"Storite Nylon 46 Cm Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)","Bags, Wallets and Luggage › Luggage › Travel Duffles","₹1,399",‎B0B3JBYZ8C,4.2,"‎NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email"
https://www.amazon.in/HP-Lightweight-200-Green-Backpack/dp/B08CY1XYFL/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-57,"HP Lightweight 200 15.6-inch Laptop Backpack with Padded Shoulder Straps, Green",Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,"₹1,646",‎B08CY1XYFL,4.3,"‎Korrun India Pvt. Ltd., Korrun India Pvt. Ltd."
https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B28M2RN/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-58,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",₹709,‎B09B28M2RN,4,"‎Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-59,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹819,‎B08YZ8FFBZ,3.9,"‎Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998"
https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C6N3MYL2/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-61,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹649,‎B0C6N3MYL2,3.6,‎Half_Moon
https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-62,F Gear String 11 Ltrs Nylon Black Gym Bag,"Bags, Wallets and Luggage › Bags & Backpacks › Gym Bags › Sports Duffles",₹190,‎B07PC28YQ9,4,"‎Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel"
https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-63,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹439,‎B0BZW8KW18,3.8,"‎LOOKMUSTER, ABU GROUP OF INDUSTRIES B-3/406 AGAR NAGAR PREM NAGAR-RD KIRARI SULEMAN NAGAR DELHI-110086"
https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-64,ADISA Women's Girls Party Sling Bag Crossbody,Fashion › Shoes › Women's Shoes › Deals on Women's Footwear and Handbags,₹394,‎B0B2WBJ2H8,3.9,"‎ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-65,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,"₹1,349",‎B08PSX1LN9,4.1,‎AB Amazing Bags
https://www.amazon.in/ROZEN-School-partition-Collage-Backpack/dp/B0BRTDXVZC/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-66,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,₹697,‎B0BRTDXVZC,4,"‎ROZEN, ROZEN"
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-68,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),"Bags, Wallets and Luggage › Bags & Backpacks › Gym Bags › Sports Duffles",₹429,‎B07F2H25NP,4.3,"‎Auxter, (AUXTER ) GEE KAY ENTERPRISES ,72 Anoop Nagar Leather Complex Road,Jalandhar Punjab 140021 India . 8146718618 , auxterbags@gmail.com"
