Product URL,Description,ASIN,Manufacturer
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1692638497&sprefix=ba%2Caps%2C283&sr=8-23,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BTD4FK9G,"‎EXPERTS, China"
https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1692638497&sprefix=ba%2Caps%2C283&sr=8-25,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BZW8KW18,"‎LOOKMUSTER, ABU GROUP OF INDUSTRIES B-3/406 AGAR NAGAR PREM NAGAR-RD KIRARI SULEMAN NAGAR DELHI-110086"
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1692638497&sprefix=ba%2Caps%2C283&sr=8-26,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B078GLXMDY,"‎Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_27?crid=2M096C61O4MLT&keywords=bags&qid=1692638497&sprefix=ba%2Caps%2C283&sr=8-27,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BYB631NR,‎Rama luxury store
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1692638497&sprefix=ba%2Caps%2C283&sr=8-29,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B07XVMR33Q,"‎Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)"
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1692638497&sprefix=ba%2Caps%2C283&sr=8-30,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B09QL81ZHB,"‎WildHorn, ADL International, 61 B/H G.J. Khan Road, kolkata-700039, Contact"
https://www.amazon.in/Gear-Training-Travel-Duffel-DUFCRSTNG4314/dp/B098FG3GVX/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-33,"Bags, Wallets and Luggage › Bags & Backpacks › Gym Bags › Sports Duffles",‎B098FG3GVX,"‎Gear Merchandise Pvt Ltd, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100"
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVLXD53/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-35,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BPVLXD53,"‎ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-36,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B07F3X45WZ,"‎ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WN833M7/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-37,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B07WN833M7,"‎Lunar's, Akshaya Rubbers, Hebbal Industrial Area, Mysore"
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-38,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B07QL8633G,"‎AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302"
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMVV77/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-39,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B07XVMVV77,"‎Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)"
https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_43?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-43,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Messenger & Shoulder Bags,‎B0855F8174,‎Bagneeds
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-44,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B09B26MB5M,"‎Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-45,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0C23Z9W18,‎Half_Moon
https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-46,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B08PSX1LN9,‎AB Amazing Bags
https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-47,"Bags, Wallets and Luggage › Luggage › Travel Duffles",‎B09TPHFMX7,"‎Vikrant Extrusion , Daman, Vikrant Extrusion, Daman"
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1692638501&sprefix=ba%2Caps%2C283&sr=8-48,"Bags, Wallets and Luggage › Bags & Backpacks › Gym Bags › Sports Duffles",‎B07F2H25NP,"‎Auxter, (AUXTER ) GEE KAY ENTERPRISES ,72 Anoop Nagar Leather Complex Road,Jalandhar Punjab 140021 India . 8146718618 , auxterbags@gmail.com"
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-49,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B09B2581S9,"‎Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-50,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B09B277CR5,"‎Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-52,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B00VWM11HQ,"‎Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-54,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Messenger & Shoulder Bags,‎B09RK6NCGC,"‎Trajectory Marketing LLP, Customer support contact no"
https://www.amazon.in/Skybags-Unisex-Gucci-Fabric-Backpacks/dp/B0B21XCFRM/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-55,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B0B21XCFRM,"‎VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India"
https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-56,"Bags, Wallets and Luggage › Luggage › Travel Duffles",‎B0B3JBYZ8C,"‎NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email"
https://www.amazon.in/HP-Lightweight-200-Green-Backpack/dp/B08CY1XYFL/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-57,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B08CY1XYFL,"‎Korrun India Pvt. Ltd., Korrun India Pvt. Ltd."
https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B28M2RN/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-58,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B09B28M2RN,"‎Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-59,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B08YZ8FFBZ,"‎Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998"
https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C6N3MYL2/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-61,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0C6N3MYL2,‎Half_Moon
https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-62,"Bags, Wallets and Luggage › Bags & Backpacks › Gym Bags › Sports Duffles",‎B07PC28YQ9,"‎Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel"
https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-63,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BZW8KW18,"‎LOOKMUSTER, ABU GROUP OF INDUSTRIES B-3/406 AGAR NAGAR PREM NAGAR-RD KIRARI SULEMAN NAGAR DELHI-110086"
https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1692638504&sprefix=ba%2Caps%2C283&sr=8-64,Fashion › Shoes › Women's Shoes › Deals on Women's Footwear and Handbags,‎B0B2WBJ2H8,"‎ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
https://www.amazon.in/Half-Moon-Trekking-Bags-Compartment/dp/B08PSX1LN9/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-65,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B08PSX1LN9,‎AB Amazing Bags
https://www.amazon.in/ROZEN-School-partition-Collage-Backpack/dp/B0BRTDXVZC/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-66,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BRTDXVZC,"‎ROZEN, ROZEN"
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-68,"Bags, Wallets and Luggage › Bags & Backpacks › Gym Bags › Sports Duffles",‎B07F2H25NP,"‎Auxter, (AUXTER ) GEE KAY ENTERPRISES ,72 Anoop Nagar Leather Complex Road,Jalandhar Punjab 140021 India . 8146718618 , auxterbags@gmail.com"
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-69,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BL3S5NC1,"‎Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086"
https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-70,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B09ZV9SLBJ,"‎VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India"
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-71,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B07QL8633G,"‎AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302"
https://www.amazon.in/HP-Lightweight-200-Green-Backpack/dp/B08CY1XYFL/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-73,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B08CY1XYFL,"‎Korrun India Pvt. Ltd., Korrun India Pvt. Ltd."
https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BS6YGKMC/ref=sr_1_75?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-75,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BS6YGKMC,"‎Lookmuster, B-3/406 Agar nagar PremNagar-3rd Kirari suleman Nagar New Delhi-110086,Contact"
https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sr_1_76?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-76,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B08YF9VHTY,"‎Safari, 302-303, A Wing, The Qube CTS No.1498, Andheri East, Mumbai, MH-400059, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
https://www.amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-77,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B07PS38XSP,"‎Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028"
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-78,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BHX7GY16,‎Amazing Bags
https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBH9K2/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1692638508&sprefix=ba%2Caps%2C283&sr=8-79,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B0BSHBH9K2,"‎Fur Jaden, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002"
https://www.amazon.in/DIVULGE-Drawstring-Bag-Sports-Utility/dp/B07PXTDBH4/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1692638521&sprefix=ba%2Caps%2C283&sr=8-81,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B07PXTDBH4,‎DIVULGE
https://www.amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1692638521&sprefix=ba%2Caps%2C283&sr=8-82,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B00VWM11HQ,"‎Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
https://www.amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1692638521&sprefix=ba%2Caps%2C283&sr=8-84,"Bags, Wallets and Luggage › Bags & Backpacks › Backpacks › Casual Backpacks",‎B07QHMKHWH,"‎Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id"
https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QB6D7B/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1692638521&sprefix=ba%2Caps%2C283&sr=8-85,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B089QB6D7B,"‎Arctic Fox, Outshiny India Pvt. Ltd., No.17, Ganesh Nagar, 8th B Cross,Narayanappa Layout, Kodigehalli,Bengaluru - 560097."
https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1692638521&sprefix=ba%2Caps%2C283&sr=8-86,Computers & Accessories › Accessories & Peripherals › Laptop Accessories › Bags & Sleeves › Laptop Backpacks,‎B09ZV9SLBJ,"‎VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India, VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India"
